Station,Year,Month,MaxT (Deg.Cel),MinT(Deg.Cel)
Dinajpur (10120),2020,3,29.65,17.55
Dinajpur (10120),2020,4,31.34,20.14
Dinajpur (10120),2020,5,31.64,22.85
Dinajpur (10120),2020,6,33.19,26.21
Dinajpur (10120),2020,7,31.94,26.46
Dinajpur (10120),2020,8,34.05,27.08
Dinajpur (10120),2020,9,31.89,25.98
Dinajpur (10120),2020,10,33.63,24.35
Dinajpur (10120),2020,11,29.72,16.22
Dinajpur (10120),2020,12,24.99,12.53
Dinajpur (10120),2021,1,22.7,11.15
Dinajpur (10120),2021,2,27.93,12.93
Dinajpur (10120),2021,3,31.83,18.29
Dinajpur (10120),2021,4,34.1,21.76
Dinajpur (10120),2021,5,32.11,23.94
Dinajpur (10120),2021,6,33.34,26.02
Dinajpur (10120),2021,7,33.52,27
Dinajpur (10120),2021,8,33.21,26.55
Dinajpur (10120),2021,9,33.95,26.04
Dinajpur (10120),2021,10,32.2,23.74
Dinajpur (10120),2021,11,29.51,16.3
Dinajpur (10120),2021,12,26.56,12.95
Dinajpur (10120),2022,1,22.25,11.4
Dinajpur (10120),2022,2,24.52,12.26
Dinajpur (10120),2022,3,32.45,19.16
Dinajpur (10120),2022,4,31.68,23.28
Dinajpur (10120),2022,5,32.54,23.77
Dinajpur (10120),2022,6,32.21,24.91
Dinajpur (10120),2022,7,34.66,27.33
Dinajpur (10120),2022,8,33.6,26.85
Dinajpur (10120),2022,9,33.05,26.16
Dinajpur (10120),2022,10,32.33,22.84
Dinajpur (10120),2022,11,30.28,16.84
Dinajpur (10120),2022,12,26.67,13.44
Dhaka (11111),1970,1,24.72,11.85
Dhaka (11111),1970,2,28.65,15.32
Dhaka (11111),1970,3,32.32,20.48
Dhaka (11111),1970,4,34.02,24.34
Dhaka (11111),1970,5,34.25,25.51
Dhaka (11111),1970,6,31.81,26.16
Dhaka (11111),1970,7,30.94,26.26
Dhaka (11111),1970,8,30.9,26.16
Dhaka (11111),1970,9,31.22,26.18
Dhaka (11111),1970,10,29.75,23.85
Dhaka (11111),1970,11,27.82,18.58
Dhaka (11111),1970,12,25.57,12.83
Dhaka (11111),1971,1,24.73,12.84
Dhaka (11111),1971,2,27.37,14.4
Dhaka (11111),1971,3,32.42,19.88
Dhaka (11111),1971,4,33.73,23.42
Dhaka (11111),1971,5,31.21,23.65
Dhaka (11111),1971,6,30.25,25.65
Dhaka (11111),1971,7,30.24,25.48
Dhaka (11111),1971,8,29.43,24.56
Dhaka (11111),1971,9,30.72,25.24
Dhaka (11111),1971,10,30.42,24.14
Dhaka (11111),1971,11,27.45,17.28
Dhaka (11111),1971,12,26.22,13.96
Dhaka (11111),1972,1,25.85,11.95
Dhaka (11111),1972,2,26.01,12.79
Dhaka (11111),1972,3,33.2,19.61
Dhaka (11111),1972,4,33.11,22.75
Dhaka (11111),1972,5,33.84,25.76
Dhaka (11111),1972,6,31.9,25.74
Dhaka (11111),1972,7,31.59,26.28
Dhaka (11111),1972,8,30.29,25.44
Dhaka (11111),1972,9,32.21,25.78
Dhaka (11111),1972,10,31.71,23.37
Dhaka (11111),1972,11,29.64,18.22
Dhaka (11111),1972,12,26.82,13.39
Dhaka (11111),1973,1,26.65,12.41
Dhaka (11111),1973,2,29.73,16.47
Dhaka (11111),1973,3,31.36,19.22
Dhaka (11111),1973,4,34.46,24.64
Dhaka (11111),1973,5,31.16,23.5
Dhaka (11111),1973,6,31.31,25.66
Dhaka (11111),1973,7,31.09,26.14
Dhaka (11111),1973,8,31.18,25.79
Dhaka (11111),1973,9,30.92,25.43
Dhaka (11111),1973,10,30.51,24.05
Dhaka (11111),1973,11,27.29,19.03
Dhaka (11111),1973,12,24.42,14.03
Dhaka (11111),1974,1,25.33,12.28
Dhaka (11111),1974,2,28.23,15.08
Dhaka (11111),1974,3,32.59,20.07
Dhaka (11111),1974,4,33.93,23.53
Dhaka (11111),1974,5,32.95,24.67
Dhaka (11111),1974,6,31.82,25.93
Dhaka (11111),1974,7,31.24,26.15
Dhaka (11111),1974,8,31.37,26.18
Dhaka (11111),1974,9,31.61,25.84
Dhaka (11111),1974,10,31.2,23.65
Dhaka (11111),1974,11,29.15,18.6
Dhaka (11111),1974,12,26.22,13.72
Dhaka (11111),1975,1,25.14,12.27
Dhaka (11111),1975,2,28.18,15.49
Dhaka (11111),1975,3,33.13,19.94
Dhaka (11111),1975,4,34.77,23.83
Dhaka (11111),1975,5,32.68,24.57
Dhaka (11111),1975,6,31.99,25.92
Dhaka (11111),1975,7,29.77,25.54
Dhaka (11111),1975,8,30.95,25.9
Dhaka (11111),1975,9,30.47,25.23
Dhaka (11111),1975,10,30.6,24.25
Dhaka (11111),1975,11,27.35,17.93
Dhaka (11111),1975,12,25.26,11.98
Dhaka (11111),1976,1,25.71,12.35
Dhaka (11111),1976,2,28.06,16.39
Dhaka (11111),1976,3,32.84,21.24
Dhaka (11111),1976,4,34.6,24.06
Dhaka (11111),1976,5,32.2,23.78
Dhaka (11111),1976,6,30.79,25.04
Dhaka (11111),1976,7,30.67,25.78
Dhaka (11111),1976,8,30.3,25.34
Dhaka (11111),1976,9,31.57,25.71
Dhaka (11111),1976,10,31.29,23.21
Dhaka (11111),1976,11,29.93,20.07
Dhaka (11111),1976,12,25.95,12.09
Dhaka (11111),1977,1,24.95,11.67
Dhaka (11111),1977,2,27.6,14.89
Dhaka (11111),1977,3,33.2,22.08
Dhaka (11111),1977,4,31.29,22.17
Dhaka (11111),1977,5,30.9,23.05
Dhaka (11111),1977,6,30.38,25.18
Dhaka (11111),1977,7,31.14,26.22
Dhaka (11111),1977,8,31.38,26.64
Dhaka (11111),1977,9,32.15,26.01
Dhaka (11111),1977,10,30.35,22.76
Dhaka (11111),1977,11,28.6,20.17
Dhaka (11111),1977,12,25.6,13.2
Dhaka (11111),1978,1,24.35,10.55
Dhaka (11111),1978,2,27.25,14.11
Dhaka (11111),1978,3,31.85,18.26
Dhaka (11111),1978,4,32.93,21.95
Dhaka (11111),1978,5,31.34,23.86
Dhaka (11111),1978,6,31.09,25.61
Dhaka (11111),1978,7,31.12,25.86
Dhaka (11111),1978,8,31.64,26.52
Dhaka (11111),1978,9,31.25,25.68
Dhaka (11111),1978,10,31.85,24.41
Dhaka (11111),1978,11,29.99,19.25
Dhaka (11111),1978,12,27.07,12.49
Dhaka (11111),1979,1,26.72,12.34
Dhaka (11111),1979,2,27.21,14.01
Dhaka (11111),1979,3,32.87,19.75
Dhaka (11111),1979,4,34.71,23.89
Dhaka (11111),1979,5,35.19,26.2
Dhaka (11111),1979,6,32.12,26.22
Dhaka (11111),1979,7,31.37,26.51
Dhaka (11111),1979,8,31.52,26.45
Dhaka (11111),1979,9,31.41,26.01
Dhaka (11111),1979,10,31.33,23.81
Dhaka (11111),1979,11,30.26,20.79
Dhaka (11111),1979,12,25.25,14.39
Dhaka (11111),1980,1,24.64,11.91
Dhaka (11111),1980,2,27.92,15.18
Dhaka (11111),1980,3,31.84,20.67
Dhaka (11111),1980,4,35.31,25
Dhaka (11111),1980,5,31.84,22.81
Dhaka (11111),1980,6,31.57,26.28
Dhaka (11111),1980,7,30.89,26.05
Dhaka (11111),1980,8,31.37,26.48
Dhaka (11111),1980,9,31.39,26.15
Dhaka (11111),1980,10,30.43,23.35
Dhaka (11111),1980,11,29.4,17.76
Dhaka (11111),1980,12,26.65,14.95
Dhaka (11111),1981,1,25.12,13.31
Dhaka (11111),1981,2,27.03,15.44
Dhaka (11111),1981,3,30.42,19.83
Dhaka (11111),1981,4,30.65,21.88
Dhaka (11111),1981,5,31.88,23.57
Dhaka (11111),1981,6,32.75,26.42
Dhaka (11111),1981,7,30.55,25.98
Dhaka (11111),1981,8,32.43,26.42
Dhaka (11111),1981,9,31.73,26.06
Dhaka (11111),1981,10,32.35,23.5
Dhaka (11111),1981,11,29.98,18.12
Dhaka (11111),1981,12,25.49,13.59
Dhaka (11111),1982,1,26.27,12.3
Dhaka (11111),1982,2,27.29,14.99
Dhaka (11111),1982,3,30.84,19.13
Dhaka (11111),1982,4,32.84,22.54
Dhaka (11111),1982,5,34.61,24.97
Dhaka (11111),1982,6,31.58,25.92
Dhaka (11111),1982,7,31.96,26.83
Dhaka (11111),1982,8,30.95,26.08
Dhaka (11111),1982,9,32.09,25.87
Dhaka (11111),1982,10,32.04,23.31
Dhaka (11111),1982,11,28.05,17.86
Dhaka (11111),1982,12,25.63,13.69
Dhaka (11111),1983,1,24.48,12.36
Dhaka (11111),1983,2,26.69,14.41
Dhaka (11111),1983,3,31.44,20.61
Dhaka (11111),1983,4,32.92,22.55
Dhaka (11111),1983,5,32.28,24.41
Dhaka (11111),1983,6,32.93,26.08
Dhaka (11111),1983,7,31.95,26.88
Dhaka (11111),1983,8,31.06,26.25
Dhaka (11111),1983,9,31.11,26.2
Dhaka (11111),1983,10,30.62,23.82
Dhaka (11111),1983,11,30.26,19.36
Dhaka (11111),1983,12,25.88,14.12
Dhaka (11111),1984,1,24.86,13.09
Dhaka (11111),1984,2,27.61,14.99
Dhaka (11111),1984,3,34.54,20.95
Dhaka (11111),1984,4,34.4,24.5
Dhaka (11111),1984,5,31.4,24.43
Dhaka (11111),1984,6,30.87,25.82
Dhaka (11111),1984,7,30.93,25.98
Dhaka (11111),1984,8,31.27,26.21
Dhaka (11111),1984,9,31.37,25.35
Dhaka (11111),1984,10,31.86,25.55
Dhaka (11111),1984,11,29.85,18.54
Dhaka (11111),1984,12,26.77,14.66
Dhaka (11111),1985,1,26.24,14.48
Dhaka (11111),1985,2,29.15,16.09
Dhaka (11111),1985,3,34,22.72
Dhaka (11111),1985,4,33.62,24.61
Dhaka (11111),1985,5,32.3,24.1
Dhaka (11111),1985,6,31.69,26.1
Dhaka (11111),1985,7,30.73,25.93
Dhaka (11111),1985,8,31.79,26.6
Dhaka (11111),1985,9,31.81,25.88
Dhaka (11111),1985,10,32.55,23.85
Dhaka (11111),1985,11,30.25,18.85
Dhaka (11111),1985,12,28.04,15.27
Dhaka (11111),1986,1,26.39,13.88
Dhaka (11111),1986,2,29.43,16.26
Dhaka (11111),1986,3,34.38,20.37
Dhaka (11111),1986,4,33.44,22.66
Dhaka (11111),1986,5,33.74,23.99
Dhaka (11111),1986,6,33.45,26.57
Dhaka (11111),1986,7,31.9,26.14
Dhaka (11111),1986,8,33.05,26.63
Dhaka (11111),1986,9,31.22,25.21
Dhaka (11111),1986,10,31.36,23.21
Dhaka (11111),1986,11,29.48,19.79
Dhaka (11111),1986,12,26.82,15.19
Dhaka (11111),1987,1,26.69,13.09
Dhaka (11111),1987,2,30.34,16.4
Dhaka (11111),1987,3,33.08,20.66
Dhaka (11111),1987,4,33.79,23.88
Dhaka (11111),1987,5,34.88,24.62
Dhaka (11111),1987,6,33.94,27.14
Dhaka (11111),1987,7,31.35,26.43
Dhaka (11111),1987,8,31.86,26.52
Dhaka (11111),1987,9,32.21,26.54
Dhaka (11111),1987,10,32.38,24.26
Dhaka (11111),1987,11,30.23,20.15
Dhaka (11111),1987,12,27.31,15.18
Dhaka (11111),1988,1,27.18,13.6
Dhaka (11111),1988,2,30.11,16.33
Dhaka (11111),1988,3,32.6,20.67
Dhaka (11111),1988,4,35.29,24.42
Dhaka (11111),1988,5,33.13,24.82
Dhaka (11111),1988,6,31.98,25.67
Dhaka (11111),1988,7,32.23,26.57
Dhaka (11111),1988,8,31.85,26.88
Dhaka (11111),1988,9,33.01,26.72
Dhaka (11111),1988,10,32.71,23.84
Dhaka (11111),1988,11,30.52,19.65
Dhaka (11111),1988,12,27.4,15.99
Dhaka (11111),1989,1,25.36,11.3
Dhaka (11111),1989,2,28.84,15.38
Dhaka (11111),1989,3,33.76,20.29
Dhaka (11111),1989,4,36.08,25.04
Dhaka (11111),1989,5,34.38,25.94
Dhaka (11111),1989,6,32.86,26.28
Dhaka (11111),1989,7,32.08,26.31
Dhaka (11111),1989,8,32.94,26.86
Dhaka (11111),1989,9,32.03,26.07
Dhaka (11111),1989,10,31.55,24.45
Dhaka (11111),1989,11,30.24,18.81
Dhaka (11111),1989,12,26.6,13.33
Dhaka (11111),1990,1,25.45,14.27
Dhaka (11111),1990,2,27.48,17.34
Dhaka (11111),1990,3,28.81,19.72
Dhaka (11111),1990,4,31.93,22.73
Dhaka (11111),1990,5,32.68,25.02
Dhaka (11111),1990,6,32.29,26.73
Dhaka (11111),1990,7,31.07,26.05
Dhaka (11111),1990,8,32.11,26.85
Dhaka (11111),1990,9,32.02,26.3
Dhaka (11111),1990,10,30.18,23.58
Dhaka (11111),1990,11,29.78,21.63
Dhaka (11111),1990,12,26.54,15.99
Dhaka (11111),1991,1,24.28,13.82
Dhaka (11111),1991,2,28.88,17.49
Dhaka (11111),1991,3,32.55,21.9
Dhaka (11111),1991,4,33.9,24.35
Dhaka (11111),1991,5,31.76,23.29
Dhaka (11111),1991,6,31.55,25.95
Dhaka (11111),1991,7,32.1,26.7
Dhaka (11111),1991,8,31.83,26.38
Dhaka (11111),1991,9,30.6,25.73
Dhaka (11111),1991,10,30.92,24.47
Dhaka (11111),1991,11,28.25,19.05
Dhaka (11111),1991,12,24.75,14.97
Dhaka (11111),1992,1,23.97,13.51
Dhaka (11111),1992,2,25.51,15.99
Dhaka (11111),1992,3,32.51,22.05
Dhaka (11111),1992,4,36.12,25.01
Dhaka (11111),1992,5,33.49,24.19
Dhaka (11111),1992,6,33.68,26.54
Dhaka (11111),1992,7,31.52,25.89
Dhaka (11111),1992,8,31.93,26.36
Dhaka (11111),1992,9,32.23,26.06
Dhaka (11111),1992,10,31.8,23.78
Dhaka (11111),1992,11,29.44,18.64
Dhaka (11111),1992,12,26.03,12.35
Dhaka (11111),1993,1,24.52,11.98
Dhaka (11111),1993,2,28.77,16.66
Dhaka (11111),1993,3,30.95,18.74
Dhaka (11111),1993,4,33.04,22.72
Dhaka (11111),1993,5,31.59,23.55
Dhaka (11111),1993,6,31.75,25.72
Dhaka (11111),1993,7,31.39,26.18
Dhaka (11111),1993,8,30.95,26.42
Dhaka (11111),1993,9,31.53,25.62
Dhaka (11111),1993,10,31.45,23.8
Dhaka (11111),1993,11,29.49,19.21
Dhaka (11111),1993,12,27.12,13.7
Dhaka (11111),1994,1,26.11,13.1
Dhaka (11111),1994,2,26.51,14.13
Dhaka (11111),1994,3,32.39,21.05
Dhaka (11111),1994,4,33.24,22.8
Dhaka (11111),1994,5,33.61,25.3
Dhaka (11111),1994,6,31.95,26.42
Dhaka (11111),1994,7,32.15,26.69
Dhaka (11111),1994,8,31.96,26.38
Dhaka (11111),1994,9,32.89,25.77
Dhaka (11111),1994,10,32.75,23.35
Dhaka (11111),1994,11,29.88,18.8
Dhaka (11111),1994,12,27.7,12.47
Dhaka (11111),1995,1,25.35,11.33
Dhaka (11111),1995,2,27.97,15.71
Dhaka (11111),1995,3,33.8,19.34
Dhaka (11111),1995,4,36.49,24.64
Dhaka (11111),1995,5,34.88,26.35
Dhaka (11111),1995,6,32.82,26.86
Dhaka (11111),1995,7,31.76,26.33
Dhaka (11111),1995,8,32.5,26.45
Dhaka (11111),1995,9,32.43,26.31
Dhaka (11111),1995,10,32.85,23.98
Dhaka (11111),1995,11,29.78,19.86
Dhaka (11111),1995,12,26.99,13.25
Dhaka (11111),1996,1,25.83,12.09
Dhaka (11111),1996,2,29.73,15.21
Dhaka (11111),1996,3,34.38,22.25
Dhaka (11111),1996,4,34.9,23.97
Dhaka (11111),1996,5,34.64,25.66
Dhaka (11111),1996,6,32.54,25.44
Dhaka (11111),1996,7,32.8,26.69
Dhaka (11111),1996,8,31.78,26.16
Dhaka (11111),1996,9,33.8,26.23
Dhaka (11111),1996,10,32.28,22.94
Dhaka (11111),1996,11,30.3,18.24
Dhaka (11111),1996,12,27.28,14
Dhaka (11111),1997,1,25.08,11.46
Dhaka (11111),1997,2,27.76,14.47
Dhaka (11111),1997,3,33.1,21.14
Dhaka (11111),1997,4,31.02,21.16
Dhaka (11111),1997,5,33.68,24.55
Dhaka (11111),1997,6,33.34,25.83
Dhaka (11111),1997,7,31.68,26.38
Dhaka (11111),1997,8,32.72,26.58
Dhaka (11111),1997,9,31.5,25.46
Dhaka (11111),1997,10,32.15,22.2
Dhaka (11111),1997,11,30.43,18.89
Dhaka (11111),1997,12,24.97,14.48
Dhaka (11111),1998,1,22.77,12.7
Dhaka (11111),1998,2,28.35,16.1
Dhaka (11111),1998,3,30.68,18.34
Dhaka (11111),1998,4,32.74,22.85
Dhaka (11111),1998,5,33.37,25.3
Dhaka (11111),1998,6,34.27,28.15
Dhaka (11111),1998,7,31.71,26.43
Dhaka (11111),1998,8,31.8,26.81
Dhaka (11111),1998,9,32.5,26.26
Dhaka (11111),1998,10,33.13,25.35
Dhaka (11111),1998,11,30.75,20.62
Dhaka (11111),1998,12,28.09,14.8
Dhaka (11111),1999,1,26.95,12.69
Dhaka (11111),1999,2,31.13,16.49
Dhaka (11111),1999,3,34.76,20.95
Dhaka (11111),1999,4,36.02,26.03
Dhaka (11111),1999,5,32.78,25.13
Dhaka (11111),1999,6,32.53,26.53
Dhaka (11111),1999,7,31.47,26.23
Dhaka (11111),1999,8,31.7,26.36
Dhaka (11111),1999,9,31.64,25.89
Dhaka (11111),1999,10,31.77,24.46
Dhaka (11111),1999,11,30.44,18.96
Dhaka (11111),1999,12,27.1,14.9
Dhaka (11111),2000,1,24.58,13.99
Dhaka (11111),2000,2,25.48,16.16
Dhaka (11111),2000,3,30.94,20.66
Dhaka (11111),2000,4,32.79,23.47
Dhaka (11111),2000,5,32.28,24.11
Dhaka (11111),2000,6,32.49,25.48
Dhaka (11111),2000,7,31.8,26.48
Dhaka (11111),2000,8,32.08,26.39
Dhaka (11111),2000,9,32,25.79
Dhaka (11111),2000,10,31.13,24.41
Dhaka (11111),2000,11,29.61,20.23
Dhaka (11111),2000,12,26.36,15.13
Dhaka (11111),2001,1,24.41,13.04
Dhaka (11111),2001,2,28.66,16.9
Dhaka (11111),2001,3,32.72,20.73
Dhaka (11111),2001,4,34.37,24.71
Dhaka (11111),2001,5,31.99,24.18
Dhaka (11111),2001,6,31.03,25.55
Dhaka (11111),2001,7,31.68,25.92
Dhaka (11111),2001,8,32.38,25.23
Dhaka (11111),2001,9,31.86,24.34
Dhaka (11111),2001,10,31.57,22.83
Dhaka (11111),2001,11,28.9,19.31
Dhaka (11111),2001,12,25.89,14.89
Dhaka (11111),2002,1,25.44,14.65
Dhaka (11111),2002,2,28.56,16.74
Dhaka (11111),2002,3,31.84,20.28
Dhaka (11111),2002,4,32.06,22.44
Dhaka (11111),2002,5,32.09,23.92
Dhaka (11111),2002,6,31.75,25.79
Dhaka (11111),2002,7,31.6,25.17
Dhaka (11111),2002,8,31.5,25.26
Dhaka (11111),2002,9,32.42,25.34
Dhaka (11111),2002,10,31.44,22.99
Dhaka (11111),2002,11,28.89,19.82
Dhaka (11111),2002,12,26.07,15.98
Dhaka (11111),2003,1,21.76,11.72
Dhaka (11111),2003,2,27.97,16.94
Dhaka (11111),2003,3,30.02,19.41
Dhaka (11111),2003,4,34.02,24.05
Dhaka (11111),2003,5,33.99,24.38
Dhaka (11111),2003,6,31.41,25.81
Dhaka (11111),2003,7,32.41,26.43
Dhaka (11111),2003,8,32.49,26.55
Dhaka (11111),2003,9,31.69,24.94
Dhaka (11111),2003,10,31.24,25.04
Dhaka (11111),2003,11,29.75,19.42
Dhaka (11111),2003,12,25.9,16.41
Dhaka (11111),2004,1,23.54,14
Dhaka (11111),2004,2,28.26,15.99
Dhaka (11111),2004,3,32.76,22.42
Dhaka (11111),2004,4,32.55,23.87
Dhaka (11111),2004,5,35.13,26.33
Dhaka (11111),2004,6,32.21,25.03
Dhaka (11111),2004,7,31.53,25.44
Dhaka (11111),2004,8,32.29,26.51
Dhaka (11111),2004,9,30.41,25.54
Dhaka (11111),2004,10,30.96,23.31
Dhaka (11111),2004,11,29.48,18.63
Dhaka (11111),2004,12,26.97,16.23
Dhaka (11111),2005,1,24.52,14.18
Dhaka (11111),2005,2,29.1,18.34
Dhaka (11111),2005,3,32.21,22.41
Dhaka (11111),2005,4,34.44,24.13
Dhaka (11111),2005,5,33.24,24.21
Dhaka (11111),2005,6,33.42,26.84
Dhaka (11111),2005,7,31.45,25.82
Dhaka (11111),2005,8,32.08,26.67
Dhaka (11111),2005,9,32.8,26.01
Dhaka (11111),2005,10,30.57,24.36
Dhaka (11111),2005,11,29.07,19.8
Dhaka (11111),2005,12,27.07,15.65
Dhaka (11111),2006,1,25.32,13.46
Dhaka (11111),2006,2,31.25,19.42
Dhaka (11111),2006,3,33.2,21.95
Dhaka (11111),2006,4,33.74,23.81
Dhaka (11111),2006,5,33.76,24.95
Dhaka (11111),2006,6,32.39,26.13
Dhaka (11111),2006,7,32.38,26.69
Dhaka (11111),2006,8,32.54,26.54
Dhaka (11111),2006,9,31.92,25.82
Dhaka (11111),2006,10,32.26,24.67
Dhaka (11111),2006,11,29.66,19.93
Dhaka (11111),2006,12,26.88,15.84
Dhaka (11111),2007,1,24.56,12.48
Dhaka (11111),2007,2,27.11,16.75
Dhaka (11111),2007,3,31.49,19.61
Dhaka (11111),2007,4,33.66,23.68
Dhaka (11111),2007,5,34.76,25.9
Dhaka (11111),2007,6,32.49,25.54
Dhaka (11111),2007,7,31.45,25.78
Dhaka (11111),2007,8,32.53,26.41
Dhaka (11111),2007,9,32.05,26.47
Dhaka (11111),2007,10,31.5,23.84
Dhaka (11111),2007,11,29.05,19.92
Dhaka (11111),2007,12,25.81,15.03
Dhaka (11111),2008,1,24.46,14.48
Dhaka (11111),2008,2,26.07,15.2
Dhaka (11111),2008,3,31.65,21.96
Dhaka (11111),2008,4,34.48,24.51
Dhaka (11111),2008,5,34.68,24.88
Dhaka (11111),2008,6,32.47,26.3
Dhaka (11111),2008,7,31.77,26.35
Dhaka (11111),2008,8,32.12,26.49
Dhaka (11111),2008,9,32.57,26.24
Dhaka (11111),2008,10,31.4,23.79
Dhaka (11111),2008,11,29.71,19
Dhaka (11111),2008,12,25.57,16.9
Dhaka (11111),2009,1,25.92,14.84
Dhaka (11111),2009,2,29.7,17.25
Dhaka (11111),2009,3,33.28,21.45
Dhaka (11111),2009,4,35.57,25.85
Dhaka (11111),2009,5,34.58,25.21
Dhaka (11111),2009,6,34.5,26.69
Dhaka (11111),2009,7,32.34,26.72
Dhaka (11111),2009,8,32.49,26.33
Dhaka (11111),2009,9,32.54,26.32
Dhaka (11111),2009,10,32.22,24.21
Dhaka (11111),2009,11,30.18,20.22
Dhaka (11111),2009,12,25.99,15.37
Dhaka (11111),2010,1,23.82,12.81
Dhaka (11111),2010,2,28.91,16.21
Dhaka (11111),2010,3,34.11,23.33
Dhaka (11111),2010,4,35.52,26.44
Dhaka (11111),2010,5,34.27,25.92
Dhaka (11111),2010,6,33.08,26.71
Dhaka (11111),2010,7,33.01,27.44
Dhaka (11111),2010,8,33.15,27.06
Dhaka (11111),2010,9,32.51,26.61
Dhaka (11111),2010,10,32.4,25.06
Dhaka (11111),2010,11,30.09,20.94
Dhaka (11111),2010,12,26.07,15.47
Dhaka (11111),2011,1,23.45,12.21
Dhaka (11111),2011,2,28.73,16.91
Dhaka (11111),2011,3,32.08,21.52
Dhaka (11111),2011,4,33.47,23.23
Dhaka (11111),2011,5,33.4,24.62
Dhaka (11111),2011,6,32.63,26.29
Dhaka (11111),2011,7,32.32,26.72
Dhaka (11111),2011,8,31.12,26.53
Dhaka (11111),2011,9,32.42,26.39
Dhaka (11111),2011,10,32.65,24.74
Dhaka (11111),2011,11,29.71,19.19
Dhaka (11111),2011,12,24.98,15.02
Dhaka (11111),2012,1,24.05,14.49
Dhaka (11111),2012,2,28.51,16
Dhaka (11111),2012,3,33,22.13
Dhaka (11111),2012,4,33.51,23.74
Dhaka (11111),2012,5,34.63,25.76
Dhaka (11111),2012,6,33.2,26.91
Dhaka (11111),2012,7,32.56,26.65
Dhaka (11111),2012,8,32.55,26.59
Dhaka (11111),2012,9,32.91,26.77
Dhaka (11111),2012,10,32.34,24.28
Dhaka (11111),2012,11,28.74,19.14
Dhaka (11111),2012,12,23.96,14.54
Dhaka (11111),2013,1,24.23,12.25
Dhaka (11111),2013,2,28.91,17.51
Dhaka (11111),2013,3,33.39,22.08
Dhaka (11111),2013,4,34.22,24.36
Dhaka (11111),2013,5,31.73,24.82
Dhaka (11111),2013,6,33.7,27.16
Dhaka (11111),2013,7,32.68,27.04
Dhaka (11111),2013,8,32.04,26.24
Dhaka (11111),2013,9,32.63,26.33
Dhaka (11111),2013,10,31.51,24.37
Dhaka (11111),2013,11,30.18,18.54
Dhaka (11111),2013,12,26.25,15.63
Dhaka (11111),2014,1,24.29,13.67
Dhaka (11111),2014,2,27.17,15.76
Dhaka (11111),2014,3,32.4,20.55
Dhaka (11111),2014,4,36.44,25.11
Dhaka (11111),2014,5,35.18,26.65
Dhaka (11111),2014,6,33.23,26.48
Dhaka (11111),2014,7,32.87,26.88
Dhaka (11111),2014,8,32.16,26.3
Dhaka (11111),2014,9,32.86,26.45
Dhaka (11111),2014,10,32.2,24.05
Dhaka (11111),2014,11,30.22,19.68
Dhaka (11111),2014,12,24.52,15.09
Dhaka (11111),2015,1,24.77,14.6
Dhaka (11111),2015,2,28.42,17.02
Dhaka (11111),2015,3,32.11,20.68
Dhaka (11111),2015,4,32.82,23.39
Dhaka (11111),2015,5,34.07,25.47
Dhaka (11111),2015,6,32.75,26.69
Dhaka (11111),2015,7,31.73,26.09
Dhaka (11111),2015,8,32.62,26.9
Dhaka (11111),2015,9,32.86,26.05
Dhaka (11111),2015,10,32.39,24.17
Dhaka (11111),2015,11,30.23,19.93
Dhaka (11111),2015,12,25.94,16.26
Dhaka (11111),2016,1,24.87,14.15
Dhaka (11111),2016,2,29.8,19.08
Dhaka (11111),2016,3,33.11,22.56
Dhaka (11111),2016,4,35.14,26.91
Dhaka (11111),2016,5,33.68,24.9
Dhaka (11111),2016,6,33.93,27.02
Dhaka (11111),2016,7,32.23,26.52
Dhaka (11111),2016,8,33.28,26.84
Dhaka (11111),2016,9,32.87,26.62
Dhaka (11111),2016,10,33.07,25.28
Dhaka (11111),2016,11,29.6,20.23
Dhaka (11111),2016,12,27.76,17
Dhaka (11111),2017,1,26.37,14.86
Dhaka (11111),2017,2,29.57,17.58
Dhaka (11111),2017,3,30.48,20.39
Dhaka (11111),2017,4,32.79,23.94
Dhaka (11111),2017,5,34.5,25.93
Dhaka (11111),2017,6,33.04,26.52
Dhaka (11111),2017,7,31.98,26.47
Dhaka (11111),2017,8,32.59,26.75
Dhaka (11111),2017,9,33.08,26.88
Dhaka (11111),2017,10,31.99,24.82
Dhaka (11111),2017,11,30.19,20.56
Dhaka (11111),2017,12,26.76,17.07
Dhaka (11111),2018,1,23.6,12.65
Dhaka (11111),2018,2,29.22,18.09
Dhaka (11111),2018,3,33.32,22.3
Dhaka (11111),2018,4,33.03,22.54
Dhaka (11111),2018,5,32.33,24.11
Dhaka (11111),2018,6,33.54,26.17
Dhaka (11111),2018,7,32.79,26.71
Dhaka (11111),2018,8,33.8,27.15
Dhaka (11111),2018,9,34.13,26.97
Dhaka (11111),2018,10,31.99,23.63
Dhaka (11111),2018,11,30.29,19.76
Dhaka (11111),2018,12,26.14,16.21
Dhaka (11111),2019,1,27.17,14.61
Dhaka (11111),2019,2,28.35,16.87
Dhaka (11111),2019,3,31.51,21.12
Dhaka (11111),2019,4,33.68,23.65
Dhaka (11111),2019,5,34.59,25.65
Dhaka (11111),2019,6,33.58,26.56
Dhaka (11111),2019,7,32.97,26.9
Dhaka (11111),2019,8,33.75,27.16
Dhaka (11111),2019,9,33.34,26.51
Dhaka (11111),2019,10,32.06,24.43
Dhaka (11111),2019,11,30.32,20.79
Dhaka (11111),2019,12,24.76,15.42
